games,country,alpha_3,ioc_code,host,year,gold,silver,bronze,total,summer,pop_0,pop_4,pop_8,pop_12,pop_16,pop_20,pop_24,pop_28,pop_32,pop_36,pop_40,gdppc_0,gdppc_4,gdppc_8,gdppc_12,gdppc_16,gdppc_20,gdppc_24,gdppc_28,gdppc_32,gdppc_36,gdppc_40,host_n4,host_0,host_p4,host_p8,host_p12,games_gold,games_silver,games_bronze,games_medals,n_teams,medals_per_team,past_tot_1,past_tot_2,past_tot_3,past_tot_4,past_tot_5
Los Angeles 1984,Jamaica,JAM,JAM,0,1984,0,1,2,3,1,2313.0,2229.0,2133.0,1998.0,1893.0,1739.0,1632.0,1510.0,1426.0,1350.0,1259.0,5059.0,4975.0,5681.0,6150.0,5235.0,4629.0,4230.0,3491.0,2397.0,2311.6666666666665,2098.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,3.0,2.0,1.0,1.0,0.0
Los Angeles 1984,Japan,JPN,JPN,0,1984,10,8,14,32,1,120035.0,116807.0,112775.0,107188.0,101961.0,97826.0,94092.0,90766.0,86459.0,80155.0,77178.0,23548.0,21404.0,18600.0,17110.0,12725.0,9035.0,6354.0,4699.0,3724.0,2857.23,4816.11,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,25.0,29.0,25.0,29.0
Los Angeles 1984,Jordan,JOR,JOR,0,1984,0,0,0,0,1,2533.0,2163.0,1870.0,1614.0,1383.0,1017.0,849.0,716.0,608.0,549.4864864864865,526.4594594594595,7599.0,7141.0,4935.0,3754.0,4262.0,4752.0,3714.0,3410.0,2751.0,2593.864864864865,2479.5945945945946,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,,,
Los Angeles 1984,Kenya,KEN,KEN,0,1984,1,0,2,3,1,19050.0,16331.0,13951.0,12045.0,10532.0,9248.0,8157.0,7240.0,6464.0,,,1594.0,1675.0,1503.0,1524.0,1366.0,1208.0,1157.0,1173.0,1063.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,9.0,9.0,1.0
Los Angeles 1984,Republic of Korea,KOR,KOR,0,1984,6,6,7,19,1,40406.0,38124.0,35860.0,33505.0,30838.0,27984.0,24784.0,22031.0,20948.0,20027.0,16574.0,8303.52,6064.04,4855.94,3387.89,2468.48,1834.98,1547.69,1381.98,1038.04,1098.87,1429.2166666666667,1,0,0,0,0,226,219,243,688,140,4.914285714285715,,6.0,1.0,2.0,3.0
Los Angeles 1984,Kuwait,KWT,KUW,0,1984,0,0,0,0,1,1637.0,1370.0,1072.0,842.0,632.0,433.0,292.0,197.0,160.0,,,14384.0,21154.0,28956.0,48283.0,35546.0,40333.0,45929.0,52404.0,47856.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,0.0,
Los Angeles 1984,Lebanon,LBN,LIB,0,1984,0,0,0,0,1,3092.0,3087.0,3120.0,2680.0,2254.0,1996.0,1786.0,1604.0,1440.0,1325.3513513513512,1248.054054054054,4828.0,4608.0,2442.0,8228.0,6876.0,6156.0,5812.0,6663.0,5327.0,3787.6216216216217,3618.864864864865,0,0,0,0,0,226,219,243,688,140,4.914285714285715,1.0,0.0,1.0,0.0,0.0
Los Angeles 1984,Lesotho,LSO,LES,0,1984,0,0,0,0,1,1511.0,1359.0,1223.0,1117.0,1019.0,932.0,859.0,800.0,749.0,,,1589.0,1589.0,1447.0,1108.0,1084.0,1054.0,813.0,735.0,666.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,,
Los Angeles 1984,Liberia,LBR,LBR,0,1984,0,0,0,0,1,2096.0,1858.0,1661.0,1484.0,1318.0,1176.0,1055.0,952.0,863.0,,,3443.0,4138.0,4415.0,4568.0,4136.0,3679.0,3674.0,3494.0,3277.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,,0.0
Los Angeles 1984,Liechtenstein,LIE,LIE,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,Luxembourg,LUX,LUX,0,1984,0,0,0,0,1,366.0,364.0,361.0,347.0,336.0,328.0,314.0,307.0,299.0,,,27303.0,24951.0,23100.0,22236.0,18774.0,17864.0,15870.0,14343.0,13162.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,0.0,0.0
Los Angeles 1984,Madagascar,MDG,MAD,0,1984,0,0,0,0,1,9741.0,8691.0,7807.0,7082.0,6473.0,5944.0,5482.0,5090.0,4763.0,4574.815384615385,4484.446153846154,1305.0,1680.0,1694.0,1916.0,1871.0,1779.0,1793.0,1709.0,1581.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,0.0
Los Angeles 1984,Malawi,MWI,MAW,0,1984,0,0,0,0,1,7104.0,6259.0,5531.0,4761.0,4273.0,3816.0,3450.0,3152.0,2918.0,,,925.0,1004.0,942.0,851.0,697.0,572.0,628.0,599.0,540.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,0.0,,
Los Angeles 1984,Malaysia,MYS,MAS,0,1984,0,0,0,0,1,15157.0,13764.0,12554.0,11441.0,10409.0,9397.0,8428.0,7520.0,6748.0,5922.0,5668.0,6867.0,5829.0,4638.0,3649.0,3096.0,2754.0,2439.0,2399.0,2345.0,1889.0,2281.8,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,Mali,MLI,MLI,0,1984,0,0,0,0,1,7233.0,6758.0,6366.0,5801.0,5307.0,4875.0,4495.0,4153.0,3837.0,,,1084.0,1168.0,1090.0,971.0,923.0,888.0,851.0,803.0,752.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,0.0
Los Angeles 1984,Malta,MLT,MLT,0,1984,0,0,0,0,1,351.0,364.0,329.0,319.0,319.0,324.0,329.0,314.0,317.0,,,9797.0,8920.0,6684.0,4299.0,3309.0,2343.0,2383.0,2150.0,1701.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,
Los Angeles 1984,Mauritania,MRT,MTN,0,1984,0,0,0,0,1,1685.0,1545.0,1430.0,1333.0,1249.0,1178.0,1117.0,1065.0,1023.0,,,1486.0,1682.0,1779.0,1511.0,1471.0,1208.0,913.0,797.0,717.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Mauritius,MUS,MRI,0,1984,0,0,0,0,1,1012.0,964.0,898.0,851.0,804.0,736.0,663.0,592.0,517.0,,,7798.0,6970.0,7264.0,5128.0,4602.0,5196.0,4396.0,4106.0,4002.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Mexico,MEX,MEX,0,1984,2,3,1,6,1,75080.0,68347.0,62220.0,55984.0,49519.0,43775.0,38579.0,33946.0,30144.0,25852.0,22734.0,9777.0,9929.0,8131.0,7256.0,6432.0,5555.0,4723.0,4213.0,3706.0,3188.0,2998.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,4.0,2.0,1.0,9.0,1.0
Los Angeles 1984,Monaco,MCO,MON,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,Morocco,MAR,MAR,0,1984,2,0,0,2,1,21316.0,19487.0,18043.0,16661.0,15137.0,13722.0,12423.0,11089.0,9939.0,9114.243243243243,8656.72972972973,3657.0,3622.0,3175.0,2660.0,2429.0,2201.0,2118.0,2313.0,2327.0,2254.837837837838,2126.5135135135133,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,Mozambique,MOZ,MOZ,0,1984,0,0,0,0,1,12923.0,12103.0,10770.0,9810.0,8884.0,8127.0,7472.0,6906.0,6446.0,6186.092307692308,6058.276923076923,1629.0,1945.0,2064.0,2906.0,2469.0,2150.0,2115.0,1980.0,1878.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,,,
Los Angeles 1984,Myanmar,MMR,MYA,0,1984,0,0,0,0,1,35671.0,33061.0,30872.0,28474.0,26368.0,24490.0,22839.0,21387.0,20093.0,17818.0,17090.0,1492.0,1320.0,1103.0,1023.0,976.0,976.0,899.0,781.0,716.0,722.5,905.5,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,0.0
Los Angeles 1984,Nepal,NPL,NEP,0,1984,0,0,0,0,1,16044.0,14613.0,13418.0,12389.0,11473.0,10677.0,10035.0,9580.0,9183.0,8808.864864864865,8446.594594594595,1152.0,1057.0,1071.0,1034.0,1023.0,1012.0,980.0,925.0,835.0,805.6756756756756,813.027027027027,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,,0.0
Los Angeles 1984,Netherlands,NLD,NED,0,1984,5,2,6,13,1,14420.0,14144.0,13770.0,13330.0,12725.0,12127.0,11486.0,10889.0,10382.0,9800.0,9175.0,23750.0,23438.0,22132.0,20079.0,17365.0,15042.0,13209.0,11953.0,9698.0,8751.0,4222.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,3.0,5.0,5.0,7.0,10.0
Los Angeles 1984,Netherlands Antilles,ANT,AHO,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,New Zealand,NZL,NZL,0,1984,8,1,2,11,1,3298.0,3170.0,3154.0,2929.0,2759.0,2592.0,2372.0,2178.0,1995.0,1833.0,1654.0,21783.0,19681.0,20161.0,18889.0,16809.0,16606.0,15087.0,14346.0,12427.0,11045.0,10947.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,4.0,3.0,3.0,5.0
Los Angeles 1984,Nicaragua,NIC,NCA,0,1984,0,0,0,0,1,3114.0,2803.0,2473.0,2183.0,1926.0,1695.0,1493.0,1317.0,1166.0,1000.0,900.0,3308.0,3414.0,5099.0,4543.0,4419.0,4092.0,3148.0,3186.0,3016.0,2460.0,2299.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,0.0,
Los Angeles 1984,Niger,NER,NIG,0,1984,0,0,0,0,1,6704.0,6093.0,5548.0,5060.0,4633.0,4252.0,3913.0,3625.0,3379.0,,,956.0,1291.0,1033.0,1282.0,1398.0,1415.0,1213.0,1103.0,1023.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,1.0,0.0,0.0
Los Angeles 1984,Nigeria,NGA,NGR,0,1984,0,1,1,2,1,82724.0,74821.0,66393.0,58941.0,52445.0,46675.0,41547.0,37005.0,33208.0,,,1527.0,2080.0,2208.0,1908.0,1114.0,1451.0,1307.0,1309.0,1323.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,1.0,0.0,1.0
Los Angeles 1984,Norway,NOR,NOR,0,1984,0,1,2,3,1,4140.0,4086.0,4026.0,3933.0,3819.0,3694.0,3581.0,3460.0,3328.0,3201.0,3060.0,26321.0,24031.0,20610.0,17409.0,15224.0,13256.0,11483.0,10480.0,9267.0,8199.0,5719.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,2.0,4.0,2.0,0.0
Los Angeles 1984,Oman,OMN,OMA,0,1984,0,0,0,0,1,1424.0,1175.0,956.0,829.0,735.0,662.0,599.0,550.0,508.0,486.56756756756755,481.7027027027027,9526.0,6491.0,7328.0,6271.0,4932.0,1714.0,1490.0,1274.0,1079.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Pakistan,PAK,PAK,0,1984,1,0,0,1,1,96502.0,85219.0,76456.0,69326.0,62282.0,55988.0,50387.0,45536.0,41347.0,,,2106.0,1851.0,1604.0,1455.0,1361.0,1208.0,1031.0,1017.0,950.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,1.0,1.0,1.0,1.0
Los Angeles 1984,Panama,PAN,PAN,0,1984,0,0,0,0,1,2123.0,1960.0,1792.0,1617.0,1447.0,1288.0,1148.0,1037.0,940.0,822.0,784.0,7192.0,6849.0,5604.0,5571.0,4752.0,3929.0,3217.0,2836.0,2557.0,2724.0,3156.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,Papua New Guinea,PNG,PNG,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,,,
Los Angeles 1984,Paraguay,PRY,PAR,0,1984,0,0,0,0,1,3568.0,3196.0,2922.0,2614.0,2349.0,2115.0,1910.0,1727.0,1556.0,1335.0,1219.0,4945.0,5113.0,3629.0,3017.0,2699.0,2546.0,2346.0,2335.0,2273.0,2300.0,2705.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,
Los Angeles 1984,Peru,PER,PER,0,1984,0,1,0,1,1,19011.0,17295.0,15573.0,13955.0,12476.0,11144.0,9931.0,8905.0,8026.0,7376.0,6892.0,5859.0,6795.0,6808.0,6264.0,5874.0,5523.0,4733.0,4385.0,3964.0,3282.0,3070.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,0.0,0.0
Los Angeles 1984,Philippines,PHL,PHI,0,1984,0,0,0,0,1,56258.0,50940.0,45574.0,40850.0,36424.0,32254.0,28529.0,25301.0,22439.0,19918.0,17887.0,3469.0,3787.0,3430.0,2954.0,2745.0,2550.0,2353.0,2248.0,1890.0,1583.0,1487.3333333333335,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,1.0
Los Angeles 1984,Portugal,PRT,POR,0,1984,1,0,2,3,1,9885.0,9778.0,9622.0,8970.0,9115.0,9123.0,9037.0,8756.0,8526.0,8256.0,7967.0,12894.0,12822.0,10861.0,10130.0,7767.0,5926.0,4712.0,4087.0,3445.0,3261.0,3017.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,2.0,0.0,0.0,0.0
Los Angeles 1984,Puerto Rico,PRI,PUR,0,1984,0,1,1,2,1,3350.0,3210.0,3026.0,2847.0,2674.0,2552.0,2358.0,2249.0,2227.0,2187.0,2062.0,13201.0,13040.0,11308.0,11046.0,8705.0,7012.0,5451.0,4525.0,3730.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,1.0,0.0,0.0,0.0
Los Angeles 1984,Qatar,QAT,QAT,0,1984,0,0,0,0,1,324.0,237.0,181.0,134.0,95.0,65.0,46.0,37.0,29.0,,,20354.0,45860.0,55169.0,62416.0,58010.0,42186.0,52299.0,50628.0,47990.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Romania,ROU,ROU,0,1984,20,16,17,53,1,22454.0,22130.0,21446.0,20663.0,19721.0,18927.0,18403.0,17583.0,16630.0,15893.0,15946.0,6295.0,5482.0,4809.0,3867.0,2860.0,2098.0,1605.0,1223.0,1031.0,1301.0,564.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,25.0,27.0,16.0,15.0,12.0
Los Angeles 1984,Rwanda,RWA,RWA,0,1984,0,0,0,0,1,5829.0,5138.0,4502.0,3992.0,3548.0,3184.0,3032.0,2759.0,2535.0,,,1597.0,1672.0,1387.0,1282.0,1154.0,980.0,1224.0,1156.0,1071.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Samoa,WSM,SAM,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,San Marino,SMR,SMR,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,0.0,
Los Angeles 1984,Saudi Arabia,SAU,KSA,0,1984,0,0,0,0,1,12607.0,9999.0,7620.0,6473.0,5775.0,5192.0,4718.0,4329.0,4006.0,3796.0,3668.0,16343.0,21068.0,19297.0,15138.0,10916.0,7978.0,5928.0,4901.0,3937.0,3415.4594594594596,3134.3783783783783,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,,
Los Angeles 1984,Senegal,SEN,SEN,0,1984,0,0,0,0,1,6573.0,5787.0,5100.0,4589.0,4074.0,3636.0,3270.0,2989.0,2756.0,,,1989.0,2021.0,2370.0,2289.0,2389.0,2389.0,2303.0,2212.0,2077.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,0.0,0.0,0.0,0.0
Los Angeles 1984,Yugoslavia,YUG,YUG,0,1984,7,4,7,18,1,22087.0,21615.0,20930.0,20197.0,19552.0,18852.0,18133.0,17508.0,16708.0,15817.0,15897.714285714286,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,9.0,8.0,5.0,8.0,5.0
Los Angeles 1984,Seychelles,SYC,SEY,0,1984,0,0,0,0,1,66.0,64.0,61.0,57.0,51.0,47.0,42.0,38.0,33.0,,,6030.0,6424.0,5149.0,4149.0,3470.0,3424.0,3257.0,2949.0,2821.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,,,
Los Angeles 1984,Sierra Leone,SLE,SLE,0,1984,0,0,0,0,1,3623.0,3335.0,3088.0,2879.0,2704.0,2543.0,2396.0,2264.0,2143.0,,,1608.0,1584.0,1511.0,1525.0,1420.0,1215.0,1176.0,1070.0,958.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,,0.0,
Los Angeles 1984,Singapore,SGP,SGP,0,1984,0,0,0,0,1,2743.0,2414.0,2293.0,2152.0,2012.0,1842.0,1646.0,1372.0,1127.0,961.0,853.5,16767.0,13601.0,10178.0,8155.0,5294.0,3800.0,3464.0,3241.0,2342.0,3633.818181818182,3757.4545454545455,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,0.0
Los Angeles 1984,Solomon Islands,SLB,SOL,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Somalia,SOM,SOM,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,0.0,,
Los Angeles 1984,Spain,ESP,ESP,0,1984,1,2,2,5,1,38363.0,37488.0,35997.0,34513.0,33239.0,31741.0,30641.0,29579.0,28550.0,27437.0,26594.0,14308.0,14008.0,13053.0,10796.0,8606.0,6945.0,5037.0,4769.0,4105.0,3478.0,3676.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,6.0,2.0,1.0,0.0,0.0
Los Angeles 1984,Sri Lanka,LKA,SRI,0,1984,0,0,0,0,1,15977.0,15056.0,14013.0,13116.0,12085.0,10996.0,9913.0,8917.0,7988.0,7244.0,6442.0,3387.0,2917.0,2464.0,2327.0,2291.0,2104.0,2064.0,2091.0,2093.0,1847.0,1839.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,0.0
Los Angeles 1984,Sudan,SDN,SUD,0,1984,0,0,0,0,1,17657.0,14980.0,13020.0,11470.0,10261.0,9273.0,8321.0,7457.0,6683.0,6308.0,6272.0,1404.0,1484.0,1664.0,1400.0,1471.0,1505.0,1632.0,1556.0,1363.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,0.0,0.0,
Los Angeles 1984,Suriname,SUR,SUR,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,
Los Angeles 1984,Sweden,SWE,SWE,0,1984,2,11,6,19,1,8337.0,8310.0,8222.0,8122.0,7912.0,7661.0,7480.0,7315.0,7125.0,6883.0,6560.0,25357.0,23809.0,22765.0,20725.0,18428.0,16761.0,13849.0,12428.0,11152.0,9822.0,7987.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,12.0,5.0,16.0,4.0,8.0
Los Angeles 1984,Switzerland,CHE,SUI,0,1984,0,4,4,8,1,6530.0,6385.0,6333.0,6401.0,6132.0,5887.0,5362.0,5045.0,4815.0,4582.0,4364.0,28315.08,27405.73,24752.91,25356.91,21395.39,19195.45,16358.36,14507.06,12016.31,11189.34,8890.74,0,0,0,0,0,226,219,243,688,140,4.914285714285715,2.0,4.0,3.0,5.0,4.0
Los Angeles 1984,Syrian Arab Republic,SYR,SYR,0,1984,0,1,0,1,1,10114.0,8774.0,7670.0,6701.0,5867.0,5157.0,4533.0,4041.0,3662.0,3413.864864864865,3251.5945945945946,9792.0,10374.0,9526.0,7243.0,5270.0,5797.0,4819.0,5592.0,4441.0,3742.5405405405404,3551.6216216216217,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,
Los Angeles 1984,United Republic of Tanzania,TZA,TAN,0,1984,0,0,0,0,1,20984.0,18665.0,16626.0,14707.0,12988.0,11522.0,10260.0,9206.0,8323.0,,,870.0,958.0,996.0,945.0,894.0,787.0,732.0,724.0,740.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,2.0,,0.0,0.0,0.0
Los Angeles 1984,Thailand,THA,THA,0,1984,0,1,0,1,1,50534.0,47026.0,43221.0,39276.0,35028.0,31107.0,27513.0,24244.0,21289.0,18569.0,16868.0,4720.0,4071.0,3333.0,2786.0,2488.0,1991.0,1718.0,1482.0,1385.0,1304.5,1309.5,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,1.0,0.0,0.0,0.0
Los Angeles 1984,Togo,TGO,TOG,0,1984,0,0,0,0,1,3022.0,2626.0,2333.0,2080.0,1782.0,1606.0,1456.0,1327.0,1219.0,,,1239.0,1572.0,1505.0,1709.0,1581.0,1275.0,1058.0,955.0,899.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,0.0,,
Los Angeles 1984,Tonga,TON,TGA,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Trinidad and Tobago,TTO,TTO,0,1984,0,0,0,0,1,1169.0,1091.0,1021.0,975.0,963.0,924.0,841.0,743.0,663.0,600.0,536.0,17680.0,19734.0,15696.0,13753.0,12248.0,10841.0,9964.0,8064.0,6282.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,1.0,0.0,0.0,3.0
Los Angeles 1984,Tunisia,TUN,TUN,0,1984,0,0,0,0,1,7185.0,6443.0,5859.0,5304.0,4894.0,4468.0,4149.0,3903.0,3648.0,3427.9729729729734,3249.918918918919,4890.0,4693.0,4095.0,3645.0,2766.0,2533.0,2141.0,1949.0,1945.0,1757.0,1717.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,1.0,2.0,2.0
Los Angeles 1984,Turkey,TUR,TUR,0,1984,0,0,3,3,1,49840.0,45048.0,41472.0,37493.0,34165.0,31227.0,28217.0,24877.0,22236.0,20156.0,18592.0,6736.0,6070.0,6110.0,4929.0,4122.0,3453.0,3041.0,2777.0,2522.0,2098.0,1696.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,1.0,2.0,6.0
Los Angeles 1984,Uganda,UGA,UGA,0,1984,0,0,0,0,1,13920.0,12415.0,11242.0,10224.0,9170.0,8147.0,7262.0,6493.0,5825.0,,,897.0,912.0,1219.0,1364.0,1304.0,1251.0,1137.0,1100.0,1058.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,1.0,,2.0,2.0,0.0
Los Angeles 1984,United Arab Emirates,ARE,UAE,0,1984,0,0,0,0,1,1284.0,1000.0,598.0,336.0,191.0,133.0,103.0,86.0,75.0,,,32135.0,44168.0,40803.0,39540.0,42040.0,40927.0,35758.0,32481.0,27490.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,United States of America,USA,USA,1,1984,83,61,30,174,1,236348.0,227726.0,218035.0,209896.0,200706.0,191889.0,180671.0,168903.0,157553.0,147203.0,138937.0,32076.0,29611.0,27058.0,25414.0,23691.0,20360.0,18057.0,17397.0,16444.0,14734.23,16999.33,0,1,0,0,0,226,219,243,688,140,4.914285714285715,,94.0,94.0,107.0,90.0
Los Angeles 1984,Uruguay,URY,URU,0,1984,0,0,0,0,1,3008.0,2930.0,2861.0,2830.0,2777.0,2664.0,2531.0,2389.0,2253.0,2160.0,2055.0,8805.0,10546.0,8853.0,7643.0,7353.0,7498.0,7643.0,8225.0,7353.0,5853.0,5322.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,1.0
Los Angeles 1984,Venezuela,VEN,VEN,0,1984,0,0,3,3,1,16545.0,14768.0,13082.0,11516.0,10041.0,8752.0,7556.0,6431.0,5440.0,4656.0,4114.0,13597.0,16270.0,17174.0,15135.0,14520.0,14019.0,12116.0,11136.0,9309.0,7712.0,4769.0,0,0,0,0,0,226,219,243,688,140,4.914285714285715,1.0,1.0,0.0,1.0,0.0
Los Angeles 1984,"Virgin Islands, US",VIR,ISV,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,0.0,0.0,0.0,
Los Angeles 1984,North Yemen,,YAR,0,1984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,,,,,
Los Angeles 1984,Zambia,ZMB,ZAM,0,1984,0,0,1,1,1,6567.0,5700.0,5067.0,4506.0,4009.0,3599.0,3254.0,2941.0,2672.0,,,1269.0,1452.0,1707.0,1761.0,1741.0,1588.0,1530.0,1280.0,1140.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,0.0,,0.0,0.0,0.0
Los Angeles 1984,Zimbabwe,ZWE,ZIM,0,1984,0,0,0,0,1,8241.0,7170.0,6496.0,5861.0,5172.0,4537.0,4011.0,3530.0,3081.0,,,2067.0,2064.0,2163.0,2268.0,1592.0,1519.0,1495.0,1422.0,1154.0,,,0,0,0,0,0,226,219,243,688,140,4.914285714285715,1.0,,,,0.0
Seoul 1988,Afghanistan,AFG,AFG,0,1988,0,0,0,0,1,13169.0,12769.0,15044.0,14501.0,13079.0,11825.0,10744.0,9829.0,9062.0,8425.0,8019.189189189189,1101.0,1337.0,1019.0,1105.0,1007.0,1290.0,1291.0,1326.0,1278.0,1189.0,,0,0,0,0,0,241,234,264,739,160,4.61875,,0.0,,0.0,0.0
Seoul 1988,Algeria,DZA,ALG,0,1988,0,0,0,0,1,23881.0,21341.0,18806.0,16635.0,14761.0,13146.0,11613.0,10909.0,10057.0,9280.0,8709.432432432433,4850.0,5361.0,5024.0,4157.0,3746.0,3151.0,2879.0,3328.0,2475.0,2193.0,2158.5945945945946,0,0,0,0,0,241,234,264,739,160,4.61875,2.0,0.0,,0.0,0.0
Seoul 1988,American Samoa,ASM,ASA,0,1988,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,241,234,264,739,160,4.61875,,,,,
Seoul 1988,Andorra,AND,AND,0,1988,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,241,234,264,739,160,4.61875,0.0,0.0,0.0,,
Seoul 1988,Angola,AGO,ANG,0,1988,0,0,0,0,1,8023.0,7442.0,6743.0,5943.0,5895.0,5350.0,5026.0,4797.0,4491.0,4232.0,,1360.0,1259.0,1532.0,1521.0,2729.0,2665.0,2407.0,1997.0,1769.0,1755.0,,0,0,0,0,0,241,234,264,739,160,4.61875,,0.0,,,
